player_id,player_name,origin_team_id,destination_team_id,transfer_date,season,position,eligibility,source_system,source_snapshot_date
5082111,Ladarian Paulk,110242,151,2025-04-21,2025,S,Immediate,cfbd,2026-07-13
5165755,DJ Barnes,110242,2309,2025-01-04,2025,CB,Immediate,cfbd,2026-07-13
4884290,Kode Lowe,110242,2638,2024-12-25,2025,S,Immediate,cfbd,2026-07-13
5281127,Tyrence Crutcher,110242,277,2025-04-22,2025,CB,Immediate,cfbd,2026-07-13
5296021,Traevon Mitchell,110242,58,2025-04-23,2025,DL,Immediate,cfbd,2026-07-13
4568705,Myles Turner,113,119,2025-04-26,2025,LB,Immediate,cfbd,2026-07-13
4712328,Anthony Simpson,113,130,2025-01-13,2025,WR,Immediate,cfbd,2026-07-13
4576325,Aaron Beckwith,113,218,2025-01-15,2025,DL,Immediate,cfbd,2026-07-13
5082638,Jalen Stewart,113,218,2025-03-27,2025,LB,Immediate,cfbd,2026-07-13
4690794,Jalen Harrell,113,2184,2025-04-23,2025,S,Immediate,cfbd,2026-07-13
4362188,Sterling Galban,113,2193,2025-04-22,2025,WR,Immediate,cfbd,2026-07-13
4568237,Matt Smith,113,227,2024-12-19,2025,TE,Immediate,cfbd,2026-07-13
4710846,Ryan Jankowski,113,227,2025-06-04,2025,QB,Immediate,cfbd,2026-07-13
4832061,Christian LeBrun,113,2287,2025-05-12,2025,S,Immediate,cfbd,2026-07-13
5237051,Anthony Johnson,113,2405,2025-05-21,2025,DL,Immediate,cfbd,2026-07-13
4433965,Brandon Campbell,113,2504,2025-04-22,2025,RB,Immediate,cfbd,2026-07-13
4837348,Donta Whack,113,2523,2025-04-22,2025,RB,Immediate,cfbd,2026-07-13
5027743,Jyree Roberts,113,2523,2024-12-27,2025,LB,Immediate,cfbd,2026-07-13
4870757,Ahmad Haston,113,2635,2025-01-18,2025,QB,Immediate,cfbd,2026-07-13
4705085,Louce Julien,113,2649,2024-12-31,2025,EDGE,Immediate,cfbd,2026-07-13
4898646,Keshawn Brown,113,2771,2025-04-23,2025,WR,Immediate,cfbd,2026-07-13
4697741,Jalen John,113,324,2025-01-17,2025,RB,Immediate,cfbd,2026-07-13
4912316,Kofi Asare,113,57,2024-12-22,2025,EDGE,Immediate,cfbd,2026-07-13
5155819,Rion Roseborough,119,151,2024-12-21,2025,DL,Immediate,cfbd,2026-07-13
4878150,Evan Rutkowski,119,2405,2025-05-06,2025,LB,Immediate,cfbd,2026-07-13
5086646,Isaiah Johnson,12,153,2025-04-22,2025,DL,Immediate,cfbd,2026-07-13
4908552,Dorian Thomas,12,167,2025-01-06,2025,TE,Immediate,cfbd,2026-07-13
5219147,Cyrus Durham,12,2006,2025-01-01,2025,EDGE,Immediate,cfbd,2026-07-13
4683572,JT Hand,12,204,2024-12-12,2025,IOL,Immediate,cfbd,2026-07-13
4920144,Elijha Payne,12,2169,2024-12-31,2025,OT,Immediate,cfbd,2026-07-13
4911903,Jai-Ayviauynn Celestine,12,2229,2025-01-02,2025,CB,Immediate,cfbd,2026-07-13
4870994,Malachi Riley,12,23,2025-01-09,2025,WR,Immediate,cfbd,2026-07-13
4431239,Gunner Maldonado,12,2306,2024-12-23,2025,S,Immediate,cfbd,2026-07-13
5086628,AJ Jones,12,2393,2025-01-02,2025,WR,Immediate,cfbd,2026-07-13
4428986,Justin Flowe,12,2439,2025-04-23,2025,LB,Immediate,cfbd,2026-07-13
5150548,Kamuela Ka'aihue,12,2439,2025-01-13,2025,LB,Immediate,cfbd,2026-07-13
5150541,Bryce Echols,12,2440,2024-12-20,2025,DL,Immediate,cfbd,2026-07-13
5078014,Brandon Johnson,12,2458,2025-01-12,2025,RB,Immediate,cfbd,2026-07-13
5086640,Wendell Moe Jr.,12,2633,2024-12-18,2025,IOL,Immediate,cfbd,2026-07-13
5152503,Adam Damante,12,2634,2025-01-13,2025,QB,Immediate,cfbd,2026-07-13
4896317,Jacob Manu,12,264,2024-12-20,2025,LB,Immediate,cfbd,2026-07-13
5086635,Ta'ita'i Uiagalelei,12,264,2024-12-21,2025,DL,Immediate,cfbd,2026-07-13
4726127,Tacario Davis,12,264,2025-01-07,2025,CB,Immediate,cfbd,2026-07-13
5078816,Jackson Holman,12,2751,2025-01-10,2025,WR,Immediate,cfbd,2026-07-13
4685445,Rayshon Luke,12,278,2025-01-05,2025,RB,Immediate,cfbd,2026-07-13
5086138,Dylan Tapley,12,301,2025-04-28,2025,TE,Immediate,cfbd,2026-07-13
5151339,Anthony Garcia,12,328,2025-01-11,2025,QB,Immediate,cfbd,2026-07-13
5079318,Elijah Brown,12,36,2025-04-22,2025,CB,Immediate,cfbd,2026-07-13
5151976,Reymello Murphy,12,41,2024-12-27,2025,WR,Immediate,cfbd,2026-07-13
5159949,Demetrius Freeney,12,68,2024-12-17,2025,CB,Immediate,cfbd,2026-07-13
5150537,Keanu Mailoto,12,68,2024-12-26,2025,DL,Immediate,cfbd,2026-07-13
4685434,Sterling Lane II,12,68,2025-04-22,2025,EDGE,Immediate,cfbd,2026-07-13
5147724,Terez Davis,120,145,2025-04-19,2025,OT,Immediate,cfbd,2026-07-13
5077368,Jonathan Akins,120,151,2025-01-09,2025,CB,Immediate,cfbd,2026-07-13
4683251,Kyle Long,120,151,2024-12-23,2025,IOL,Immediate,cfbd,2026-07-13
4870766,Dylan Gooden,120,16,2025-05-13,2025,EDGE,Immediate,cfbd,2026-07-13
4869121,Caleb Wheatland,120,2,2025-04-20,2025,LB,Immediate,cfbd,2026-07-13
4685393,Preston Howard,120,2,2024-12-21,2025,TE,Immediate,cfbd,2026-07-13
5078164,Josh Richards,120,2029,2025-05-12,2025,WR,Immediate,cfbd,2026-07-13
4875108,Jack Howes,120,2084,2025-04-23,2025,K,Immediate,cfbd,2026-07-13
4922996,Dylan Wade,120,2116,2024-12-23,2025,TE,Immediate,cfbd,2026-07-13
4870712,Cameron Edge,120,2199,2024-12-23,2025,QB,Immediate,cfbd,2026-07-13
4870684,Deandre Duffus,120,2247,2025-01-10,2025,IOL,Immediate,cfbd,2026-07-13
4832851,Lavon Johnson,120,251,2025-04-18,2025,DL,Immediate,cfbd,2026-07-13
5150678,Kevin Kalonji,120,2534,2025-05-06,2025,OT,Immediate,cfbd,2026-07-13
5078227,Braeden Wisloski,120,256,2025-04-25,2025,WR,Immediate,cfbd,2026-07-13
4878786,Chantz Harley,120,256,2024-12-23,2025,CB,Immediate,cfbd,2026-07-13
4649323,Leron Husbands,120,2655,2025-01-06,2025,TE,Immediate,cfbd,2026-07-13
4592532,Billy Edwards Jr.,120,275,2024-12-17,2025,QB,Immediate,cfbd,2026-07-13
5121384,Ezekiel Avit,120,278,2025-04-27,2025,WR,Immediate,cfbd,2026-07-13
4911897,Lionell Whitaker,120,324,2025-01-21,2025,CB,Immediate,cfbd,2026-07-13
4685488,MJ Morris,120,324,2025-01-08,2025,QB,Immediate,cfbd,2026-07-13
5120868,Jayvin James,120,344,2025-04-28,2025,OT,Immediate,cfbd,2026-07-13
4685714,Andre Roye Jr.,120,38,2025-05-12,2025,OT,Immediate,cfbd,2026-07-13
4921414,Tamarus Walker,120,41,2025-04-23,2025,IOL,Immediate,cfbd,2026-07-13
4869593,Perry Fisher,120,5,2025-01-23,2025,CB,Immediate,cfbd,2026-07-13
4429039,Marcus Dumervil,120,8,2025-01-04,2025,OT,Immediate,cfbd,2026-07-13
4695703,Kellan Wyatt,120,84,2025-04-22,2025,EDGE,Immediate,cfbd,2026-07-13
4688835,Roman Hemby,120,84,2024-12-23,2025,RB,Immediate,cfbd,2026-07-13
4871073,Kevis Thomas,120,96,2024-12-21,2025,CB,Immediate,cfbd,2026-07-13
5280992,E'Lla Boykin,122666,103,2025-04-21,2025,LB,Immediate,cfbd,2026-07-13
5293964,Josh Schell,125,2633,2025-04-30,2025,DL,Immediate,cfbd,2026-07-13
5296463,Jaylin Caldwell,125,265,2025-05-13,2025,OT,Immediate,cfbd,2026-07-13
5120971,Aziah Johnson,127,153,2024-12-20,2025,WR,Immediate,cfbd,2026-07-13
5193104,Austin Clay,127,189,2025-04-22,2025,WR,Immediate,cfbd,2026-07-13
4869732,James Schott,127,193,2025-04-23,2025,EDGE,Immediate,cfbd,2026-07-13
4869240,Aaron Alexander,127,2032,2024-12-20,2025,LB,Immediate,cfbd,2026-07-13
5147052,Carter Enyard,127,2083,2025-04-22,2025,LB,Immediate,cfbd,2026-07-13
5084951,Jacob Merritt,127,2084,2025-05-13,2025,IOL,Immediate,cfbd,2026-07-13
4431886,Dallas Fincher,127,21,2024-12-13,2025,IOL,Immediate,cfbd,2026-07-13
5079741,Jaylen Thompson,127,235,2025-01-09,2025,S,Immediate,cfbd,2026-07-13
4431626,Charles Brantley,127,2390,2024-12-21,2025,CB,Immediate,cfbd,2026-07-13
4711228,Anthony Jones,127,26,2025-05-02,2025,EDGE,Immediate,cfbd,2026-07-13
5121782,Jaelen Smith,127,2636,2024-12-18,2025,WR,Immediate,cfbd,2026-07-13
5196350,Jaylan Brown,127,2638,2025-04-24,2025,WR,Immediate,cfbd,2026-07-13
4604319,Avery Dunn,127,2649,2025-01-08,2025,EDGE,Immediate,cfbd,2026-07-13
4879044,Ademola Faleye,127,265,2025-01-10,2025,TE,Immediate,cfbd,2026-07-13
5125762,Philipp Davis,127,276,2025-01-18,2025,CB,Immediate,cfbd,2026-07-13
4869252,Jaron Glover,127,344,2024-12-13,2025,WR,Immediate,cfbd,2026-07-13
4685592,Dillon Tatum,127,77,2025-04-21,2025,S,Immediate,cfbd,2026-07-13
5103176,Ken Talley,127,8,2024-12-17,2025,EDGE,Immediate,cfbd,2026-07-13
5161548,Ali Abbasi,127991,276,2025-01-21,2025,DL,Immediate,cfbd,2026-07-13
5299397,Zach Person,128,2032,2025-05-21,2025,TE,Immediate,cfbd,2026-07-13
5260293,Brandon Rawls,129,197,2024-12-18,2025,LB,Immediate,cfbd,2026-07-13
5295483,Elijah Gordon,129,2117,2025-01-10,2025,S,Immediate,cfbd,2026-07-13
5152089,Brady Norton,13,130,2024-12-17,2025,IOL,Immediate,cfbd,2026-07-13
4697587,Jake Woods,13,218,2025-05-01,2025,TE,Immediate,cfbd,2026-07-13
5112995,Kai Rapolla,13,265,2025-01-10,2025,CB,Immediate,cfbd,2026-07-13
5165886,Soni Finau,13,265,2025-01-09,2025,DL,Immediate,cfbd,2026-07-13
5083164,Jordan Sanders,13,326,2024-12-29,2025,DL,Immediate,cfbd,2026-07-13
5091783,Jason Hewlett Jr.,130,103,2025-04-23,2025,LB,Immediate,cfbd,2026-07-13
4599197,Tristan Bounds,130,12,2024-12-22,2025,OT,Immediate,cfbd,2026-07-13
4682698,Dominick Giudice,130,142,2024-12-21,2025,IOL,Immediate,cfbd,2026-07-13
5008017,Benjamin Hall,130,153,2025-04-21,2025,RB,Immediate,cfbd,2026-07-13
4683118,Ja'Den McBurrows,130,2026,2025-05-13,2025,CB,Immediate,cfbd,2026-07-13
4685311,Jayden Denegal,130,21,2024-12-20,2025,QB,Immediate,cfbd,2026-07-13
5080968,Aymeric Koumba,130,2116,2025-04-19,2025,EDGE,Immediate,cfbd,2026-07-13
5079752,Owen Wafle,130,213,2025-01-12,2025,EDGE,Immediate,cfbd,2026-07-13
4594984,Tavierre Dunlap,130,2199,2024-12-24,2025,RB,Immediate,cfbd,2026-07-13
4431317,Jeff Persi,130,221,2025-01-27,2025,OT,Immediate,cfbd,2026-07-13
4808746,Micah Pollard,130,2335,2025-01-23,2025,LB,Immediate,cfbd,2026-07-13
4701937,Myles Pollard,130,235,2024-12-25,2025,CB,Immediate,cfbd,2026-07-13
4869584,Alessandro Lorenzetti,130,239,2025-05-09,2025,OT,Immediate,cfbd,2026-07-13
4702755,Amorion Walker,130,2393,2025-04-30,2025,WR,Immediate,cfbd,2026-07-13
4685495,Alex Orji,130,2439,2025-01-12,2025,QB,Immediate,cfbd,2026-07-13
5156346,Jack MacKinnon,130,2440,2025-01-10,2025,EDGE,Immediate,cfbd,2026-07-13
4918431,Breeon Ishmail,130,2509,2025-01-06,2025,EDGE,Immediate,cfbd,2026-07-13
4912156,Andrew Gentry,130,252,2024-12-24,2025,OT,Immediate,cfbd,2026-07-13
4596357,Kechaun Bennett,130,26,2025-04-23,2025,DL,Immediate,cfbd,2026-07-13
4917858,Cole Cabana,130,2711,2024-12-29,2025,RB,Immediate,cfbd,2026-07-13
4693817,Micah Davis,130,2711,2025-01-02,2025,S,Immediate,cfbd,2026-07-13
4682758,Tommy Doman,130,57,2024-12-13,2025,P,Immediate,cfbd,2026-07-13
5154485,Tyler Morris,130,84,2025-01-04,2025,WR,Immediate,cfbd,2026-07-13
5297778,Eli Coenen,132,356,2025-05-01,2025,DL,Immediate,cfbd,2026-07-13
4702580,Hayden Schwartz,135,149,2025-05-31,2025,EDGE,Immediate,cfbd,2026-07-13
4781738,Coleman Bryson,135,153,2025-01-10,2025,S,Immediate,cfbd,2026-07-13
4720949,Kristen Hoskins,135,155,2025-01-09,2025,WR,Immediate,cfbd,2026-07-13
4923217,Phillip Daniels,135,194,2024-12-18,2025,OT,Immediate,cfbd,2026-07-13
4431499,Sieh Bangura,135,195,2024-12-31,2025,RB,Immediate,cfbd,2026-07-13
4899668,Nathan Jones,135,2000,2025-03-23,2025,TE,Immediate,cfbd,2026-07-13
5081377,Tyler Stolsky,135,2226,2024-12-17,2025,LB,Immediate,cfbd,2026-07-13
4875385,Jordan Nubin,135,2309,2024-12-17,2025,RB,Immediate,cfbd,2026-07-13
5126539,Jaydon Wright,135,2433,2025-04-21,2025,RB,Immediate,cfbd,2026-07-13
5075590,Alex Elliott,135,2449,2025-04-25,2025,LB,Immediate,cfbd,2026-07-13
4950392,Martin Owusu,135,278,2025-01-12,2025,DL,Immediate,cfbd,2026-07-13
5083506,Tyler Williams,135,58,2025-04-27,2025,WR,Immediate,cfbd,2026-07-13
4746127,Zach Pyron,135,6,2025-04-18,2025,QB,Immediate,cfbd,2026-07-13
4683516,Luther McCoy,135,62,2025-01-12,2025,DL,Immediate,cfbd,2026-07-13
4433839,Martes Lewis,135,77,2025-03-05,2025,IOL,Immediate,cfbd,2026-07-13
5260012,Langden Kitchen,138,142,2024-12-18,2025,DL,Immediate,cfbd,2026-07-13
5259823,DeAndre Harper,138,2305,2024-12-14,2025,OT,Immediate,cfbd,2026-07-13
5296622,Eric Richardson,138,2751,2024-12-16,2025,WR,Immediate,cfbd,2026-07-13
5259971,Zach Atkins,138,38,2024-12-17,2025,TE,Immediate,cfbd,2026-07-13
4709782,Luke Bauer,142,130,2025-04-18,2025,P,Immediate,cfbd,2026-07-13
5086388,Kewan Lacy,142,145,2024-12-17,2025,RB,Immediate,cfbd,2026-07-13
5147970,Jaren Sensabaugh,142,152,2025-01-05,2025,CB,Immediate,cfbd,2026-07-13
4683154,Mikai Gbayor,142,153,2025-04-16,2025,LB,Immediate,cfbd,2026-07-13
5079639,Williams Nwaneri,142,158,2024-12-13,2025,EDGE,Immediate,cfbd,2026-07-13
5147347,Austyn Dendy,142,189,2025-05-07,2025,RB,Immediate,cfbd,2026-07-13
4429088,Drew Pyne,142,189,2025-04-07,2025,QB,Immediate,cfbd,2026-07-13
4712886,Mekhi Miller,142,202,2025-01-03,2025,WR,Immediate,cfbd,2026-07-13
5085038,Brayshawn Littlejohn,142,2026,2025-01-13,2025,LB,Immediate,cfbd,2026-07-13
5097521,Jack Kautz,142,2199,2025-01-07,2025,LS,Immediate,cfbd,2026-07-13
5166220,Orion Phillips,142,254,2024-12-13,2025,P,Immediate,cfbd,2026-07-13
4870849,Jahkai Lang,142,2567,2025-04-21,2025,EDGE,Immediate,cfbd,2026-07-13
5193504,Jaylen Brown,142,2579,2024-12-14,2025,EDGE,Immediate,cfbd,2026-07-13
5218805,Grayson Cutchlow,142,2623,2025-04-28,2025,LB,Immediate,cfbd,2026-07-13
5091777,Eddie Kelly Jr.,142,277,2025-04-20,2025,DL,Immediate,cfbd,2026-07-13
4685602,Ja'Marion Wayne,142,324,2025-04-28,2025,CB,Immediate,cfbd,2026-07-13
5126019,Talan Chandler,142,77,2025-04-26,2025,IOL,Immediate,cfbd,2026-07-13
5123477,Courtney Crutchfield,142,8,2024-12-25,2025,WR,Immediate,cfbd,2026-07-13
5081186,Trip White,145,197,2025-01-09,2025,LB,Immediate,cfbd,2026-07-13
4869727,Cam East,145,202,2025-04-21,2025,OT,Immediate,cfbd,2026-07-13
4870697,Daniel Demery,145,2032,2025-04-25,2025,LB,Immediate,cfbd,2026-07-13
4891852,Jordan Smart,145,2032,2025-04-22,2025,WR,Immediate,cfbd,2026-07-13
4837207,Preston Cushman,145,2116,2024-12-23,2025,OT,Immediate,cfbd,2026-07-13
5081766,Jason Albritton,145,2193,2025-02-06,2025,RB,Immediate,cfbd,2026-07-13
4430712,Jordon Simmons,145,2247,2025-05-02,2025,RB,Immediate,cfbd,2026-07-13
4710706,Jadon Canady,145,2483,2025-02-10,2025,CB,Immediate,cfbd,2026-07-13
4875065,Matt Jones,145,2572,2025-01-16,2025,RB,Immediate,cfbd,2026-07-13
4693817,Micah Davis,145,2572,2025-01-11,2025,WR,Immediate,cfbd,2026-07-13
4692602,Key Lawrence,145,26,2024-12-17,2025,S,Immediate,cfbd,2026-07-13
4870636,Pierce Clarkson,145,26,2025-04-24,2025,QB,Immediate,cfbd,2026-07-13
5128052,Dillon Hipp,145,2623,2025-04-22,2025,TE,Immediate,cfbd,2026-07-13
5125554,Chamberlain Campbell,145,2649,2025-04-23,2025,EDGE,Immediate,cfbd,2026-07-13
5179115,Katrevrick Banks,145,2755,2025-04-22,2025,CB,Immediate,cfbd,2026-07-13
5295996,AJ Brown,145,290,2025-01-19,2025,CB,Immediate,cfbd,2026-07-13
4685391,Walker Howard,145,309,2024-12-10,2025,QB,Immediate,cfbd,2026-07-13
4871088,Ayden Williams,145,344,2025-01-10,2025,WR,Immediate,cfbd,2026-07-13
4608673,Mana Taimani,145,38,2025-01-11,2025,IOL,Immediate,cfbd,2026-07-13
4602791,Micah Pettus,145,52,2024-12-24,2025,OT,Immediate,cfbd,2026-07-13
4432575,Akelo Stone,145,59,2025-04-21,2025,DL,Immediate,cfbd,2026-07-13
5104279,Kavion Broussard,145,8,2024-12-23,2025,IOL,Immediate,cfbd,2026-07-13
5081323,Louis Moore,145,84,2024-12-28,2025,S,Immediate,cfbd,2026-07-13
5093392,Conner Moore,147,127,2025-01-11,2025,OT,Immediate,cfbd,2026-07-13
5166161,Scottre Humphrey,147,167,2025-01-23,2025,RB,Immediate,cfbd,2026-07-13
5166306,Andrew Powdrell,147,2439,2025-02-05,2025,CB,Immediate,cfbd,2026-07-13
5083212,Dru Polidore Jr.,147,25,2025-01-17,2025,S,Immediate,cfbd,2026-07-13
5083509,Rohan Jones,147,8,2025-01-12,2025,TE,Immediate,cfbd,2026-07-13
4613029,Riley WIlson,149,12,2024-12-26,2025,EDGE,Immediate,cfbd,2026-07-13
4432506,Sawyer Racanelli,149,154,2025-01-09,2025,WR,Immediate,cfbd,2026-07-13
4605998,Logan Fife,149,166,2024-12-16,2025,QB,Immediate,cfbd,2026-07-13
4429635,Zachary Franks,150,113,2025-05-14,2025,IOL,Immediate,cfbd,2026-07-13
4692058,Al Wooten II,150,119,2025-07-22,2025,RB,Immediate,cfbd,2026-07-13
4695272,Ryan Leavy,150,151,2025-05-02,2025,P,Immediate,cfbd,2026-07-13
4685497,Maalik Murphy,150,204,2024-12-19,2025,QB,Immediate,cfbd,2026-07-13
4686709,Placide Djungu-Sungu,150,239,2025-05-12,2025,S,Immediate,cfbd,2026-07-13
4915837,Grayson Loftis,150,2429,2024-12-20,2025,QB,Immediate,cfbd,2026-07-13
4605492,James Pogorelc,150,256,2025-05-02,2025,OT,Immediate,cfbd,2026-07-13
5084179,Star Thomas,150,2633,2025-01-19,2025,RB,Immediate,cfbd,2026-07-13
4920191,Marquise Collins,150,5,2025-04-21,2025,RB,Immediate,cfbd,2026-07-13
4432742,Dontavius Nash,151,127,2025-05-06,2025,CB,Immediate,cfbd,2026-07-13
4432703,Jake Garcia,151,130,2025-06-16,2025,QB,Immediate,cfbd,2026-07-13
4869658,CJ Mims,151,153,2024-12-19,2025,DL,Immediate,cfbd,2026-07-13
4905601,Gavin Gibson,151,153,2025-01-06,2025,S,Immediate,cfbd,2026-07-13
5149152,Eric Fletcher,151,197,2025-04-22,2025,CB,Immediate,cfbd,2026-07-13
5226088,Amarie Archer,151,2006,2024-12-20,2025,IOL,Immediate,cfbd,2026-07-13
5261754,Derick Brazil,151,2026,2025-04-26,2025,WR,Immediate,cfbd,2026-07-13
5078313,Demoris Jenkins,151,2046,2024-12-14,2025,EDGE,Immediate,cfbd,2026-07-13
4870616,Javious Bond,151,2046,2024-12-30,2025,RB,Immediate,cfbd,2026-07-13
5077402,Kameron Durant,151,2097,2025-04-26,2025,IOL,Immediate,cfbd,2026-07-13
4879825,Javion Clark,151,2193,2025-04-24,2025,S,Immediate,cfbd,2026-07-13
4608776,Luke Larsen,151,222,2025-03-21,2025,P,Immediate,cfbd,2026-07-13
4568265,Jordan Huff,151,2247,2025-01-12,2025,S,Immediate,cfbd,2026-07-13
5219556,Keyshawn Jackson,151,236,2025-05-06,2025,CB,Immediate,cfbd,2026-07-13
5301071,Ryan Stephens,151,2448,2025-01-10,2025,WR,Immediate,cfbd,2026-07-13
4839483,Zakye Barker,151,2567,2024-12-17,2025,LB,Immediate,cfbd,2026-07-13
4873701,Isaiah Brown-Murray,151,259,2024-12-22,2025,CB,Immediate,cfbd,2026-07-13
5077211,Greg Turner,151,2635,2025-02-05,2025,LB,Immediate,cfbd,2026-07-13
4603086,Andrew Wilson-Lamp,151,2649,2025-02-05,2025,CB,Immediate,cfbd,2026-07-13
5300792,Kenny Walz,151,311,2025-04-30,2025,IOL,Immediate,cfbd,2026-07-13
5177381,Shaikh Thompson,151,324,2025-04-25,2025,EDGE,Immediate,cfbd,2026-07-13
5125791,Daylyn Diston,151,50,2024-12-22,2025,CB,Immediate,cfbd,2026-07-13
4912067,Chase Sowell,151,66,2024-12-14,2025,WR,Immediate,cfbd,2026-07-13
4431243,Patrick Matan,152,149,2025-05-07,2025,OT,Immediate,cfbd,2026-07-13
4431135,Sean Hill,152,202,2025-01-02,2025,IOL,Immediate,cfbd,2026-07-13
5076098,Obadiah Obasuyi,152,2247,2025-01-10,2025,OT,Immediate,cfbd,2026-07-13
4832059,DJ Jackson,152,2335,2025-01-23,2025,DL,Immediate,cfbd,2026-07-13
5078098,Kamal Bonner,152,2390,2025-04-21,2025,LB,Immediate,cfbd,2026-07-13
4870653,KC Concepcion,152,245,2024-12-29,2025,WR,Immediate,cfbd,2026-07-13
4899368,Kendrick Raphael,152,25,2025-04-27,2025,RB,Immediate,cfbd,2026-07-13
5076652,Brandon Cisse,152,2579,2025-01-14,2025,CB,Immediate,cfbd,2026-07-13
5110040,Cannon Lewis,152,276,2024-12-21,2025,LB,Immediate,cfbd,2026-07-13
4602981,Jakolbe Baldwin,152,276,2024-12-21,2025,WR,Immediate,cfbd,2026-07-13
5126540,Robby Martin,152,277,2025-01-11,2025,IOL,Immediate,cfbd,2026-07-13
5151810,Bishop Fitzgerald,152,30,2025-01-14,2025,S,Immediate,cfbd,2026-07-13
4899418,Javonte Vereen,152,41,2024-12-31,2025,TE,Immediate,cfbd,2026-07-13
4430961,Devan Boykin,152,84,2025-01-14,2025,S,Immediate,cfbd,2026-07-13
5151816,Keyaan Abdul-Rahim,152,93,2025-07-28,2025,LB,Immediate,cfbd,2026-07-13
4431209,Dacari Collins,152,97,2025-04-19,2025,WR,Immediate,cfbd,2026-07-13
5078914,Tamarcus Cooley,152,99,2025-01-13,2025,S,Immediate,cfbd,2026-07-13
4870981,Joel Starlings,153,120,2025-04-26,2025,DL,Immediate,cfbd,2026-07-13
5219170,Miles Gaddy,153,151,2025-04-22,2025,S,Immediate,cfbd,2026-07-13
5219168,Hudson Wilharm,153,152,2025-07-27,2025,ATH,Immediate,cfbd,2026-07-13
5081423,Zach Rice,153,183,2025-04-30,2025,IOL,Immediate,cfbd,2026-07-13
4703062,Beau Atkinson,153,194,2025-04-24,2025,EDGE,Immediate,cfbd,2026-07-13
5219175,Grant Mills,153,194,2025-04-24,2025,LS,Immediate,cfbd,2026-07-13
4431195,DeAndre Boykins,153,197,2025-04-20,2025,S,Immediate,cfbd,2026-07-13
4907672,Adam Samaha,153,2006,2025-05-07,2025,K,Immediate,cfbd,2026-07-13
4432769,Eli Sutton,153,2046,2025-01-20,2025,IOL,Immediate,cfbd,2026-07-13
5077897,Rodney Lora,153,2116,2025-04-26,2025,DL,Immediate,cfbd,2026-07-13
5093333,Amare Campbell,153,213,2025-04-22,2025,LB,Immediate,cfbd,2026-07-13
4429463,Jacolby Criswell,153,2193,2025-01-22,2025,QB,Immediate,cfbd,2026-07-13
5079445,Zion Ferguson,153,221,2025-04-24,2025,CB,Immediate,cfbd,2026-07-13
5219177,Hayes Galloway,153,228,2025-04-22,2025,IOL,Immediate,cfbd,2026-07-13
5144313,Michael Merdinger,153,2335,2025-01-10,2025,QB,Immediate,cfbd,2026-07-13
