player,team,market,line,over_price,under_price,book,event,game_time,home_team,away_team,is_ladder
Jack Westover,,Anytime TD,,3000,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Jake Bobo,,Anytime TD,,1100,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Jaxon Smith-Njigba,,Anytime TD,,-110,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kayshon Boutte,,Anytime TD,,320,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kenneth Walker III,,Anytime TD,,-185,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kyle Williams,,Anytime TD,,1300,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Mack Hollins,,Anytime TD,,425,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
New England Patriots D/ST,,Anytime TD,,550,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Nick Kallerup,,Anytime TD,,3500,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rashid Shaheed,,Anytime TD,,350,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rhamondre Stevenson,,Anytime TD,,140,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Robbie Ouzts,,Anytime TD,,6000,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Anytime TD,,900,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Seattle Seahawks D/ST,,Anytime TD,,400,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Stefon Diggs,,Anytime TD,,270,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
TreVeyon Henderson,,Anytime TD,,500,,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Drake Maye,,Passing Attempts,30.5,-110,-116.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Passing Attempts,29.5,-112,-114.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Drake Maye,,Passing TDs,1.5,120,-154.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Passing TDs,1.5,-118,-108.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Drake Maye,,Passing Yards,223.5,-112,-112.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Passing Yards,230.5,-113,-111.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
AJ Barner,,Receptions,2.5,-159,124.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Austin Hooper,,Receptions,0.5,-191,149.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Cooper Kupp,,Receptions,3.5,128,-164.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
DeMario Douglas,,Receptions,1.5,152,-196.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
George Holani,,Receptions,1.5,-135,106.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Hunter Henry,,Receptions,3.5,-131,103.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Jaxon Smith-Njigba,,Receptions,6.5,-147,115.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kayshon Boutte,,Receptions,2.5,109,-139.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kenneth Walker III,,Receptions,2.5,-131,102.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Mack Hollins,,Receptions,2.5,125,-160.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rashid Shaheed,,Receptions,1.5,-138,108.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rhamondre Stevenson,,Receptions,3.5,130,-167.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Stefon Diggs,,Receptions,4.5,-124,-103.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
TreVeyon Henderson,,Receptions,0.5,-192,149.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Drake Maye,,Rushing Attempts,6.5,-146,114.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
George Holani,,Rushing Attempts,2.5,-157,123.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kenneth Walker III,,Rushing Attempts,18.5,-122,-105.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rhamondre Stevenson,,Rushing Attempts,14.5,-104,-123.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Rushing Attempts,2.5,102,-130.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
TreVeyon Henderson,,Rushing Attempts,4.5,-150,117.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
AJ Barner,,Rushing Yards,0.5,110,-138.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Drake Maye,,Rushing Yards,38.5,-111,-113.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
George Holani,,Rushing Yards,10.5,-110,-114.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Jaxon Smith-Njigba,,Rushing Yards,0.5,285,-373.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Kenneth Walker III,,Rushing Yards,71.5,-113,-111.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rashid Shaheed,,Rushing Yards,4.5,-117,-107.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Rhamondre Stevenson,,Rushing Yards,50.5,-115,-109.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
Sam Darnold,,Rushing Yards,5.5,-115,-109.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
TreVeyon Henderson,,Rushing Yards,18.5,-112,-112.0,draftkings,Seattle Seahawks @ New England Patriots,2026-02-08T23:30:00Z,New England Patriots,Seattle Seahawks,False
