player_id,team
1642920,LAC
1630256,HOU
1641747,DEN
1631223,DEN
1626145,DEN
1630619,DAL
1642876,LAL
1628976,ORL
1630166,POR
1629656,PHI
1631124,DEN
1629618,DEN
1642967,DAL
1641890,DAL
203114,DAL
1631159,CHI
1630200,CHI
1629012,CHI
1641722,NOP
1630621,NOP
1642281,CLE
1630625,BOS
1630568,BOS
1642484,ATL
1642844,SAS
204001,GSW
1627780,GSW
1631466,GSW
1629006,HOU
1642880,IND
1630679,IND
1630591,ORL
1642359,NYK
1642879,BKN
1630604,BKN
1642402,MIN
1629680,POR
1641748,MIL
1627752,MIL
1629060,LAL
2544,LAL
1627739,LAC
201587,LAC
201572,LAC
1641803,HOU
1630828,MIL
1630532,ORL
1641737,PHI
1629599,PHX
1630695,IND
1641783,ORL
1631288,ORL
1629048,ORL
1630286,BKN
204060,MIN
1642504,MIL
1631260,MIL
1631172,MIL
1630579,MIL
1642352,MIA
1628389,MIA
1626181,MIA
1631222,LAL
1631166,LAL
1643007,IND
203083,PHI
1626162,PHI
1630570,PHI
1630194,DET
1630191,DET
1642860,WAS
1643016,UTA
1642262,UTA
1642347,TOR
1629628,TOR
1631097,LAC
202066,TOR
1630577,SAS
203084,SAS
1642875,SAC
1643257,POR
1630249,POR
1642348,PHI
1631213,PHI
1630598,OKC
1629636,LAC
1642954,GSW
1642502,GSW
1642267,WAS
1630264,WAS
1643253,MEM
1642942,MEM
1631131,UTA
1630639,TOR
1630193,TOR
1627747,DET
1642260,OKC
1642264,SAS
1631342,SAC
1630173,SAC
1642905,POR
201950,POR
1642863,PHX
1642345,PHX
1629652,OKC
1642450,DET
1630595,DET
1630544,CHA
1630311,GSW
201939,GSW
201143,GSW
1642938,DEN
1642843,DAL
1631108,DAL
202691,DAL
1629632,CHA
1630172,CHI
1641854,CLE
1629622,CLE
1642258,ATL
1631132,ATL
1627741,ATL
1642862,CHA
1641706,CHA
1642877,NOP
1629723,UTA
202681,DAL
1627832,HOU
1630169,IND
1642850,OKC
203081,POR
203957,DAL
1630284,ORL
1627777,ATL
1642050,GSW
1626179,MIA
